item_id,title,description,institution,course_url
coursera_intro-programming,Code Yourself! An Introduction to Programming,Code Yourself! An Introduction to Programming by The University of Edinburgh. A curated course designed to build practical skills and confidence.,The University of Edinburgh,https://www.coursera.org/learn/intro-programming
coursera_wharton-success,Success,Success by University of Pennsylvania. A curated course designed to build practical skills and confidence.,University of Pennsylvania,https://www.coursera.org/learn/wharton-success
coursera_chemicals-health,Chemicals and Health,Chemicals and Health by Johns Hopkins University. A curated course designed to build practical skills and confidence.,Johns Hopkins University,https://www.coursera.org/learn/chemicals-health
coursera_statistical-inferences,Improving your statistical inferences,Improving your statistical inferences by Eindhoven University of Technology. A curated course designed to build practical skills and confidence.,Eindhoven University of Technology,https://www.coursera.org/learn/statistical-inferences
coursera_finance-fundamentals,Fundamentals of Finance,Fundamentals of Finance by University of Pennsylvania. A curated course designed to build practical skills and confidence.,University of Pennsylvania,https://www.coursera.org/learn/finance-fundamentals
coursera_google-machine-learning,How Google does Machine Learning,How Google does Machine Learning by Google Cloud. A curated course designed to build practical skills and confidence.,Google Cloud,https://www.coursera.org/learn/google-machine-learning
coursera_object-oriented-design,Object-Oriented Design,Object-Oriented Design by University of Alberta. A curated course designed to build practical skills and confidence.,University of Alberta,https://www.coursera.org/learn/object-oriented-design
coursera_introduction-intellectual-property,Introduction to Intellectual Property,Introduction to Intellectual Property by University of Pennsylvania. A curated course designed to build practical skills and confidence.,University of Pennsylvania,https://www.coursera.org/learn/introduction-intellectual-property
coursera_uva-darden-bcg-pricing-strategy-cost-economics,Cost and Economics in Pricing Strategy,Cost and Economics in Pricing Strategy by BCG. A curated course designed to build practical skills and confidence.,BCG,https://www.coursera.org/learn/uva-darden-bcg-pricing-strategy-cost-economics
coursera_write-a-feature-length-screenplay-for-film-or-television,Write A Feature Length Screenplay For Film Or Television,Write A Feature Length Screenplay For Film Or Television by Michigan State University. A curated course designed to build practical skills and confidence.,Michigan State University,https://www.coursera.org/learn/write-a-feature-length-screenplay-for-film-or-television
coursera_marketing-gerencial,Marketing Gerencial,Marketing Gerencial by Universidad de Chile. A curated course designed to build practical skills and confidence.,Universidad de Chile,https://www.coursera.org/learn/marketing-gerencial
coursera_corporate-finance-essentials,Corporate Finance Essentials,Corporate Finance Essentials by IESE Business School. A curated course designed to build practical skills and confidence.,IESE Business School,https://www.coursera.org/learn/corporate-finance-essentials
coursera_information-security-data,Information Security: Context and Introduction,"Information Security: Context and Introduction by Royal Holloway, University of London. A curated course designed to build practical skills and confidence.","Royal Holloway, University of London",https://www.coursera.org/learn/information-security-data
coursera_trunk-anatomy,"Anatomy of the Chest, Abdomen, and Pelvis","Anatomy of the Chest, Abdomen, and Pelvis by Yale University. A curated course designed to build practical skills and confidence.",Yale University,https://www.coursera.org/learn/trunk-anatomy
coursera_introcss,Introduction to CSS3,Introduction to CSS3 by University of Michigan. A curated course designed to build practical skills and confidence.,University of Michigan,https://www.coursera.org/learn/introcss
coursera_applied-data-science-capstone,Applied Data Science Capstone,Applied Data Science Capstone by IBM. A curated course designed to build practical skills and confidence.,IBM,https://www.coursera.org/learn/applied-data-science-capstone
coursera_droits-de-lhomme,Introduction aux Droits de l’Homme,Introduction aux Droits de l’Homme by University of Geneva. A curated course designed to build practical skills and confidence.,University of Geneva,https://www.coursera.org/learn/droits-de-lhomme
coursera_programming-languages,"Programming Languages, Part A","Programming Languages, Part A by University of Washington. A curated course designed to build practical skills and confidence.",University of Washington,https://www.coursera.org/learn/programming-languages
coursera_big-history,Big History: Connecting Knowledge,Big History: Connecting Knowledge by Macquarie University. A curated course designed to build practical skills and confidence.,Macquarie University,https://www.coursera.org/learn/big-history
coursera_leadership-21st-century,Leadership in 21st Century Organizations,Leadership in 21st Century Organizations by Copenhagen Business School. A curated course designed to build practical skills and confidence.,Copenhagen Business School,https://www.coursera.org/learn/leadership-21st-century
coursera_software-processes-and-agile-practices,Software Processes and Agile Practices,Software Processes and Agile Practices by University of Alberta. A curated course designed to build practical skills and confidence.,University of Alberta,https://www.coursera.org/learn/software-processes-and-agile-practices
